peers,seed,attack,model,dataset,status,accuracy,precision,recall,f1,attack_success_rate
20,24,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,24,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,24,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,24,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,25,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,25,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,25,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,25,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,25,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,25,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,26,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,26,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,26,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,26,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,26,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,26,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,27,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,27,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,27,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,27,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,27,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,27,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,28,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,28,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,28,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,28,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,28,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,28,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,29,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,29,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,29,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,29,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,29,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,29,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,0,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,0,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,0,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,0,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,0,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,0,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,1,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,1,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,1,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,1,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,1,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,1,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,2,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,2,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,2,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,2,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,2,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,2,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,3,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,3,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,3,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,3,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,3,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,3,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,4,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,4,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,4,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,4,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,4,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,4,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,5,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,5,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,5,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,5,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,5,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,5,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,6,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,6,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,6,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,6,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,6,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,6,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,7,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,7,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,7,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,7,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,7,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,7,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,8,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,8,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,8,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,8,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,8,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,8,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,9,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,9,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,9,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,9,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,9,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,9,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,10,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,10,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,10,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,10,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,10,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,10,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,11,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,11,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,11,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,11,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,11,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,11,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,12,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,12,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
50,12,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
